alexmagpie	press	org	pos-towards	1.094444444	Scousers get a bad press - they're really nice.	2011-01-29T17:15:00		
Baldimo	which	org	neg-towards	-1.9	We attacked Iraq and you guys started pointing towards North Korea and other such regimes which you thought we should attack.	2007-01-24T07:58:00		
Baldimo	who	per	neg-towards	-0.43	It doesn't mean you can't harass people who break the law.	2007-01-24T07:58:00		
Baldimo	who	per	neg-towards	-0.251111111	We want people to come to this country who are willing to follow the rules and enter legally.	2007-01-25T09:51:00		
Baldimo	who	per	neg-towards	-0.601111111	We want people to live here who will blend into society not bend society to their needs.	2007-01-25T09:51:00		
Baldimo	who	per	pos-towards	0.775555556	Your right it isn't the job of the private citizens to deceide who leaves and who stays.	2007-01-24T07:58:00		
Baldimo	who	per	pos-towards	1.133333333	We want people to come to this country who are willing to follow the rules and enter legally.	2007-01-25T09:51:00		
BellaBoo	birmingham	org	neg-towards	-1.425555556	I genuinely don't know of one person who would like to live in Birmingham when they're older-everyone wants to move out.	2011-01-29T17:49:00		
BellaBoo	cities	gpe	pos-towards	1.11	"It's got no real identity unlike cities such as Liverpool, it's really grey and industrial and just really bland."	2011-01-29T17:42:00		
BellaBoo	industrial	org	neg-towards	-0.811111111	"It's got no real identity unlike cities such as Liverpool, it's really grey and industrial and just really bland."	2011-01-29T17:42:00		
BellaBoo	liverpool	gpe	neg-towards	-0.15	"I just realise the truth that it's a ****e hole. 90% of my fellow Brummies also say the same thing tbh, and i'm assuming that you've never been to Liverpool or (especially) Manchester if u genuinely believe that Birmingham is better. <img src=""images/smilies/smile.png""/>"	2011-01-29T17:36:00		
BellaBoo	who	per	pos-towards	1.483333333	"Put it this way, i don't know of anybody who hopes to still live in Birmingham when they're older-i think that says something lol."	2011-01-29T17:42:00		
BellaBoo	who	per	pos-towards	1.848888889	I genuinely don't know of one person who would like to live in Birmingham when they're older-everyone wants to move out.	2011-01-29T17:49:00		
Bi-Polar Bear	compound	fac	pos-towards	1.164444444	these people could give a rat's ass less about the well being of any man women or child in this compound....	2008-05-24T10:27:00		
Bi-Polar Bear	indians	per	neg-towards	-0.297777778	hopefully theyll give oklahoma back to the indians and mexicans	2007-01-23T13:24:00		
Bi-Polar Bear	oklahoma	org	neg-towards	-0.297777778	hopefully theyll give oklahoma back to the indians and mexicans	2007-01-23T13:24:00		
Bi-Polar Bear	they	per	neg-towards	-0.258888889	they're waving their peckers of righteousness....	2008-05-24T10:27:00		
Bi-Polar Bear	they	per	pos-towards	0.915555556	they're waving their peckers of righteousness....	2008-05-24T10:27:00		
Bi-Polar Bear	Warren S. Jeffs	per	pos-towards	1.506666667	these people could give a rat's ass less about the well being of any man women or child in this compound....	2008-05-24T10:27:00		
blacksmithn	HSUS	org	pos-towards	0.884444444	"Well Sparky, if you can have an opinion about the HSUS, then I'm entitled to one about the NRA."	2006-11-20T15:03:00		
blatham	ACLU	org	neg-towards	-1.713333333	Or perhaps you misunderstand the goals and operations of the ACLU.	2004-12-23T10:45:00		
blatham	ACLU	org	pos-towards	1.537777778	Or perhaps you misunderstand the goals and operations of the ACLU.	2004-12-23T10:45:00		
blatham	ACLU	org	pos-towards	1.358888889	"As a recent head of that organization put it, when criticized by a womens' group for some legal stand the ACLU was supporting, ""Our constituency is not any group of people."	2004-12-23T10:45:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	neg-towards	-0.997777778	"Well then, it's not terribly clear what you are saying or why you bothered to say it."	2005-01-02T10:42:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	neg-towards	-1.472222222	"It ought not to be surprising, I suppose, that American politics has become as commercialized as this."	2005-05-19T04:45:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	neg-towards	-0.562222222	It isn't merely the rabid religious element.	2006-08-03T15:28:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	neg-towards	-2.11	"In tandem with the same sort of nationalist extremism, it is getting uglier all the time, george."	2006-08-03T15:28:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	neg-towards	-0.974444444	But it is also certainly true to make the case that what they have gained in either cultural shift or in power has been far from what they would desire and a great distance from theocracy.	2007-03-16T05:35:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	neg-towards	-0.251111111	"To the degree that you do not admit or discern important distinctions, to that degree you not only miss what is being said, but also it will follow that any response from you will have as much value as a vagina made of broken glass."	2007-03-20T14:45:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	neg-towards	-0.538888889	"Well, it is tough to apprehend that which has been passed by unapprehended."	2007-03-21T05:49:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	pos-towards	1.164444444	"Of the various discernible voting groups (african americans, latinos, women, etc) one is exceptional, and that is the socially conservative christian community."	2004-11-18T19:59:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	pos-towards	1.405555556	"Hume's time and political circumstances, like Descartes, are not much comparable to the present American situation."	2004-12-21T10:57:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	pos-towards	0.557777778	"I'm not sure how much you are following this Abramoff story, but it has the potential to be something for the history books."	2005-11-23T15:48:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	pos-towards	0.752222222	But it is quite certain that Republican dominance over the last quarter century or so has come as a direct consequence of the evangelical shoulder to the wheel.	2007-03-16T05:35:00		
blatham	American Civil Rights Union Test American Civil Rights Union Test American Civil Rights Union	org	pos-towards	1.413333333	But it is also certainly true to make the case that what they have gained in either cultural shift or in power has been far from what they would desire and a great distance from theocracy.	2007-03-16T05:35:00		
blatham	americans	per	pos-towards	1.156666667	"Of the various discernible voting groups (african americans, latinos, women, etc) one is exceptional, and that is the socially conservative christian community."	2004-11-18T19:59:00		
blatham	animists	per	neg-towards	-2.281111111	"And that is precisely one of the reasons why folks like me aim at Christianity, and not at Dervishes or satan worshippers or animists."	2004-12-20T18:57:00		
blatham	anyone	per	neg-towards	-1.83	Ted Turner had a media empire and therefore anything he might say about Rupert Murdoch is unworthy of attention (or even that anything anyone might say about Rupert Murdoch is unworthy of attention).	2007-11-20T12:22:00		
blatham	Arlen Specter	per	pos-towards	0.207777778	"Orwell didn't do prophesy, he did social and political observation and commentary."	2005-01-02T16:49:00		
blatham	beach	loc	neg-towards	-0.297777778	"As we were chucking a ball back and forth on the beach, a couple of the wives overheard some 30somethings declare, ""Well, look at those elderly gentlemen playing."	2007-11-21T10:21:00		
blatham	beach	loc	pos-towards	0.775555556	"As we were chucking a ball back and forth on the beach, a couple of the wives overheard some 30somethings declare, ""Well, look at those elderly gentlemen playing."	2007-11-21T10:21:00		
blatham	Bill Saphire	per	neg-towards	-0.15	"And then there's those outlier bits to this 'partisan' argument, like Olympia Snowe, Susan Collins, Trent Lott, Bill Saphire and others who are opposed to such deregulation."	2007-11-21T22:41:00		
blatham	Bill Saphire	per	neg-towards	-0.15	"So, you would conclude then that Olympia Snowe, Susan Collins, Trent Lott, and Bill Safire, ""in this rather obvious attempt to silence a political voice they happen to dislike..."	2007-11-22T10:11:00		
blatham	blacks	per	neg-towards	-2.708888889	"But, for example, where you'd probably see the purposive infection of unsuspecting blacks as being an act of the state, I would argue it as a predictable consequence of human greed instantiated in much corporate behavior which the state (in collusion) FAILS TO INHIBIT OR POLICE."	2005-01-02T16:49:00		
blatham	bloggers	per	pos-towards	0.884444444	"I find myself turning increasingly to a growing community of bloggers who stand outside the symbiotic world of politicians, pundits, and related corporations."	2007-11-25T18:15:00		
blatham	Boeing	org	pos-towards	1.055555556	Another such contemporary case is suggested in the big winners for bucks in Iraq...Boeing and Northrup/Grumman (fuk the uncivilized colored people with the false god...there's big bucks to be made from war... 	2005-01-02T10:42:00		
blatham	Britain	gpe	pos-towards	1.576666667	"Turner said that he'd expressed to Blair his misgivings on the political power that Rupert Murdoch had managed to gain in Britain through, particularly, his media holdings there and Turner thought this a dangerous turn of events which Blair ought to do something to manage."	2007-11-20T11:24:00		
blatham	Brookings Institution	org	pos-towards	0.915555556	"Institutions and legislation designed to achieve balance, and to achieve diversity of voice are, I think, all that keeps us from the 'raw in tooth and nail' options."	2005-01-20T07:44:00		
blatham	bus	veh	neg-towards	-0.593333333	It is unlikely that a natural gas tanker will run through that intersection below my window and explode on contact with a bus loaded to the gunnels with stradivarius violins and gifted catholic virgins but still we find reason for traffic regulations.	2007-11-24T10:55:00		
blatham	cast	per	neg-towards	-0.912222222	Politics is the shadow cast by business over society. John Dewey wasn't stupid.	2007-03-11T15:16:00		
blatham	characters	per	neg-towards	-0.811111111	"George Orwell did a good study of the mechanics of totalitarianism, but he didn't mention that the characters involved would be vaccum cleaner salesmen with flaming Napoleonic complexes, omen-reading madmen, and hordes infatuated with the thrill and purpose of hating."	2005-05-19T04:45:00		
blatham	Chicago	gpe	neg-towards	-0.15	You've lined up enough strawmen here to circle and drape the Statue of Liberty a la Cristo.	2005-01-02T17:15:00		
blatham	China	gpe	neg-towards	-1.666666667	"It would, of course, be equally absurd to contend that there is corruption in the chinese government but not in the american government."	2007-11-25T10:33:00		
blatham	China	gpe	pos-towards	0.557777778	"There was Pravda in the USSR, and China will have its main information organs (I don't know what they are) which function in precisely the same manner."	2007-11-22T10:03:00		
blatham	Christiian Laity	per	pos-towards	1.351111111	"The third party threat from the christian social conservatives is, in contrast, very real."	2004-11-18T19:59:00		
blatham	Church of England	org	neg-towards	-0.15	"His assault on the power and the illogic of the church and its theology at that point in time mark, for me, one of the great advances in Western thought."	2004-12-21T10:57:00		
blatham	Church of England	org	pos-towards	0.861111111	"His assault on the power and the illogic of the church and its theology at that point in time mark, for me, one of the great advances in Western thought."	2004-12-21T10:57:00		
blatham	Church-State Watchdog Group	org	neg-towards	-2.125555556	"As a recent head of that organization put it, when criticized by a womens' group for some legal stand the ACLU was supporting, ""Our constituency is not any group of people."	2004-12-23T10:45:00		
blatham	Church-State Watchdog Group	org	pos-towards	1.156666667	"As a recent head of that organization put it, when criticized by a womens' group for some legal stand the ACLU was supporting, ""Our constituency is not any group of people."	2004-12-23T10:45:00		
blatham	Church-State Watchdog Group	org	pos-towards	0.666666667	"There is a species of 'zeal' long alive in America, whether in temporary ascention or descention, which seems clearly to derive from the conception that America was to be the fount of a reinvigorated (and intrinsically more 'accurate') version of christianity as well as of civic organization."	2004-12-23T10:45:00		
blatham	Clear Channel Communications	org	neg-towards	-1.472222222	"So, you would conclude then that Olympia Snowe, Susan Collins, Trent Lott, and Bill Safire, ""in this rather obvious attempt to silence a political voice they happen to dislike..."	2007-11-22T10:11:00		
blatham	Clear Channel Communications	org	pos-towards	1.094444444	"Sure, it doesn't happen often lately but they are nice moments none the less."	2007-11-22T10:11:00		
blatham	conservatives	per	neg-towards	-2.055555556	"The third party threat from the christian social conservatives is, in contrast, very real."	2004-11-18T19:59:00		
blatham	corporations	org	neg-towards	-1.472222222	"I find myself turning increasingly to a growing community of bloggers who stand outside the symbiotic world of politicians, pundits, and related corporations."	2007-11-25T18:15:00		
blatham	couple	per	neg-towards	-0.974444444	"As we were chucking a ball back and forth on the beach, a couple of the wives overheard some 30somethings declare, ""Well, look at those elderly gentlemen playing."	2007-11-21T10:21:00		
blatham	dancin	per	pos-towards	1.848888889	"feel like dancin', yeah"	2005-11-23T15:23:00		
blatham	David Duke	per	neg-towards	-0.188888889	"It is a set of principles."" Hume not only wrote many political essays, but applied for chairs at two universities."	2004-12-23T10:45:00		
blatham	David Duke	per	neg-towards	-1.721111111	I think you are dead wrong with Hume more than probably any other philosopher I can think of.	2004-12-23T10:45:00		
blatham	David Duke	per	pos-towards	1.771111111	I suspect these sentences are less an accurate description of Hume than of their author.	2004-12-23T10:45:00		
blatham	David Halberstam	per	neg-towards	-0.313333333	"I also mentioned David Halberstam's book ""the fifties"" and the PBS documentary based on it as a source of information (I likely linked it, but not sure)."	2005-01-02T10:42:00		
blatham	Descartes	per	neg-towards	-0.422222222	"Hume's time and political circumstances, like Descartes, are not much comparable to the present American situation."	2004-12-21T10:57:00		
blatham	Descartes	per	pos-towards	1.848888889	"Hume's time and political circumstances, like Descartes, are not much comparable to the present American situation."	2004-12-21T10:57:00		
blatham	enterprises	org	pos-towards	1.148888889	whether these entities are really at risk from the changing media landscape (my understanding is that profit margins for papers remain high relative to other business enterprises) and whether the sorts of regulations I would have placed on that landscape would achieve what I would hope.	2007-11-25T18:15:00		
blatham	everyone	per	pos-towards	1.654444444	This is a very important issue and I encourage everyone to make a lot of noise about it.	2007-11-10T10:10:00		
blatham	extremist	per	neg-towards	-1.713333333	"Further, I suspect he could speak for a while on how the 'liberal partisan position' is extremist or unbalanced or terror-fraught or some such."	2007-11-21T22:41:00		
blatham	Finn dAbuzz	per	pos-towards	0.837777778	I share blatham's regard for free speech and a free press.	2007-11-25T02:12:00		
blatham	Florida	gpe	neg-towards	-2.607777778	"But, for example, where you'd probably see the purposive infection of unsuspecting blacks as being an act of the state, I would argue it as a predictable consequence of human greed instantiated in much corporate behavior which the state (in collusion) FAILS TO INHIBIT OR POLICE."	2005-01-02T16:49:00		
blatham	folks	per	pos-towards	2.121111111	"Son of Sam is not nearly as bad as Satan, so go home and relax folks."	2004-11-22T21:18:00		
blatham	folks	per	pos-towards	1.848888889	"And that is precisely one of the reasons why folks like me aim at Christianity, and not at Dervishes or satan worshippers or animists."	2004-12-20T18:57:00		
blatham	Frances FitzGerald Richard Viguerie	per	pos-towards	1.483333333	"LOL...well, look at what he's come to believe himself."	2005-05-07T07:02:00		
blatham	gentlemen	per	neg-towards	-0.22	"As we were chucking a ball back and forth on the beach, a couple of the wives overheard some 30somethings declare, ""Well, look at those elderly gentlemen playing."	2007-11-21T10:21:00		
blatham	george	per	neg-towards	-2.11	"In tandem with the same sort of nationalist extremism, it is getting uglier all the time, george."	2006-08-03T15:28:00		
blatham	George Orwell	per	pos-towards	1.117777778	"To frame another one, ""Who has a better take on movements or political trends that ought to be thought potentially dangerous (that is, dangerous to liberty, freedom, democracy), George Orwell or an accountant?"""	2005-01-02T10:42:00		
blatham	George Orwell	per	pos-towards	1.071111111	I don't think any Orwell scholar (or close reader) holds that 1984 was prophesy of how England might turn out in that year.	2005-01-02T16:49:00		
blatham	George W. Bush	per	neg-towards	-1.666666667	"Bush clearly doesn't agree, though he may mouth the words."	2005-01-20T07:44:00		
blatham	George W. Bush	per	neg-towards	-1.705555556	It's one of the reasons I think he is a pathological danger (noting he ain't alone in that).	2005-01-20T07:44:00		
blatham	George W. Bush	per	pos-towards	1.11	"george however, does believe that Christianity is the 'one true faith'."	2004-12-20T18:57:00		
blatham	George W. Bush	per	pos-towards	1.514444444	He wishes the minimization of other loci of power and the centralization and dominance of power in the White House.	2005-01-20T07:44:00		
blatham	George W. Bush	per	pos-towards	1.903333333	It's one of the reasons I think he is a pathological danger (noting he ain't alone in that).	2005-01-20T07:44:00		
blatham	George W. Bush	per	neg-towards	-1.277777778	I have precisely as much interest in getting you to change your mind on this matter as I do of training quail to shoot the vice president in the face.	2007-11-23T11:11:00		
blatham	George W. Bush	per	neg-towards	-0.437777778	"But I consider it likely to the point of certainty that Martin, as a typical Bush administration political appointee, is in his position to forward industry interests, citizen interests being mostly impedimentary."	2007-11-24T10:55:00		
blatham	George W. Bush	per	pos-towards	0.915555556	"Waving to the president of Oral Roberts University, Richard, Oral's son."	2007-11-24T11:48:00		
blatham	georgeob1	per	pos-towards	0.752222222	Blatham is fixed on the evils of corporations and Republican government in the United States. (Perhaps the Canadian - or French -- versions of both are beyond reproach.) He trots out the standard litany of left-wing diatribes against the United Fruit Company and the evils done by it and the U.S.	2005-01-02T15:14:00		
blatham	georgeob1	per	pos-towards	1.677777778	Neither Blatham nor Lola has offered any reliable - or believable - means to the achievement of the ends implied in their criticisms.	2005-01-02T15:14:00		
blatham	georgeob1	per	neg-towards	-0.811111111	We have all seen Blatham's bland acceptance of the Turner Broadcasting empire or those of the Washington Post Co.	2007-11-22T00:52:00		
blatham	georgeob1	per	pos-towards	1.856666667	Perhaps Blatham would care to enlighten us with an explanation of just what is the logical basis for his advocacy of this continued infringement on individual freedom.	2007-11-22T13:42:00		
blatham	Germany	gpe	neg-towards	-0.803333333	Consider how powerful the National Socialists in Germany became though constituting a very small numerical proportion of the population.	2004-11-18T19:59:00		
blatham	God	per	pos-towards	1.833333333	"Blessed is the Lord, our God."	2005-05-07T04:29:00		
blatham	group	org	neg-towards	-0.702222222	"Further, they are now a critical element within the Republican machine and have gained a degree of influence which no other group (aside from corporate) can boast."	2004-11-18T19:59:00		
blatham	home	fac	pos-towards	2.121111111	"Son of Sam is not nearly as bad as Satan, so go home and relax folks."	2004-11-22T21:18:00		
blatham	homes	fac	neg-towards	-0.258888889	"Still, there is the very real issue of the huge imbalance between the percentage of homes that get NBC and the percentage that get Talking Points Memo."	2007-11-25T18:15:00		
blatham	House Energy and Commerce Committee	org	neg-towards	-0.437777778	"Such a committee, by itself, can't prevent Martin from going ahead."	2007-12-14T10:39:00		
blatham	Howard Kurtz	per	neg-towards	-2.071111111	I really don't like Kurtz.	2007-11-24T12:26:00		
blatham	Howard Wolfson	per	pos-towards	0.915555556	Quick little wave of goodybe to Howard.	2007-11-24T11:31:00		
blatham	intersection	fac	neg-towards	-0.593333333	It is unlikely that a natural gas tanker will run through that intersection below my window and explode on contact with a bus loaded to the gunnels with stradivarius violins and gifted catholic virgins but still we find reason for traffic regulations.	2007-11-24T10:55:00		
blatham	interviewer	per	neg-towards	-1.573333333	"It was a fairly relaxed affair, he and his interviewer surrounded by perhaps a hundred or so in the audience."	2007-11-20T11:24:00		
blatham	Iraq	gpe	pos-towards	1.055555556	Another such contemporary case is suggested in the big winners for bucks in Iraq...Boeing and Northrup/Grumman (fuk the uncivilized colored people with the false god...there's big bucks to be made from war... 	2005-01-02T10:42:00		
blatham	JFK	per	pos-towards	1.164444444	"Here are the promises and notions of another Catholic, JFK..."	2005-01-02T19:28:00		
blatham	Jim Robison	per	pos-towards	0.915555556	"Terry Fox, pastor, Southern Baptist Ministry, Witchita Kansas"	2005-05-24T10:08:00		
blatham	John Calvin	per	neg-towards	-2.125555556	"As a recent head of that organization put it, when criticized by a womens' group for some legal stand the ACLU was supporting, ""Our constituency is not any group of people."	2004-12-23T10:45:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.811111111	You've missed the entire point of my post.	2004-11-19T15:40:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-2.055555556	"Yes, no sense commiting yourself to uses of language that may embarrass you later."	2004-11-22T14:36:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.297777778	"Secondly, you could go back and re-read Krugman's talk at the London School of Economics (where he addressed some of the same history and it's consequences) and clarify whether that talk involves 'political analysis' and how it might be different from Lapham's piece."	2004-12-03T10:00:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-1.386666667	"You and Thomas (thanks on the legal end of the matter, re which I need to read up, but yes, the principle is the more important element) make a rather clumsy error in equating all 'ideologies'."	2004-12-21T10:39:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.85	Or perhaps you misunderstand the goals and operations of the ACLU.	2004-12-23T10:45:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-1.721111111	I think you are dead wrong with Hume more than probably any other philosopher I can think of.	2004-12-23T10:45:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.484444444	"As to your expectation that the Religious Right will have no more influence than the anti-nuke movement, etc, it is exceedingly difficult to fathom how you might disregard the differences in your examples."	2004-12-23T10:45:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-2.172222222	I'll forgive you your crappy memory and I'll forgive myself for being too lazy to find this previous discussion we had.	2005-01-02T10:42:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.546666667	"Well then, it's not terribly clear what you are saying or why you bothered to say it."	2005-01-02T10:42:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-2.708888889	"But, for example, where you'd probably see the purposive infection of unsuspecting blacks as being an act of the state, I would argue it as a predictable consequence of human greed instantiated in much corporate behavior which the state (in collusion) FAILS TO INHIBIT OR POLICE."	2005-01-02T16:49:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.251111111	You've lined up enough strawmen here to circle and drape the Statue of Liberty a la Cristo.	2005-01-02T17:15:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.888888889	"LOL...you are incorrigible, thomas."	2005-01-20T07:44:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.71	"You minimize, at the peril of much that represents the best of your nation, the red-meat-devouring beast that has been created."	2006-08-03T15:28:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.811111111	"We missed you, fella!"	2007-03-16T06:12:00		
blatham	John W. Whitehead John W. Whitehead	per	neg-towards	-0.811111111	"To the degree that you do not admit or discern important distinctions, to that degree you not only miss what is being said, but also it will follow that any response from you will have as much value as a vagina made of broken glass."	2007-03-20T14:45:00		
blatham	John W. Whitehead John W. Whitehead	per	pos-towards	0.806666667	"From my own discussions with you, I'm acutely aware of how little contemporary political analysis you bother to read."	2004-12-03T06:40:00		
blatham	John W. Whitehead John W. Whitehead	per	pos-towards	0.238888889	"It's unclear whether you even read a daily newspaper, or just what political information you turn to, if any."	2004-12-03T06:40:00		
blatham	John W. Whitehead John W. Whitehead	per	pos-towards	0.752222222	"Secondly, you could go back and re-read Krugman's talk at the London School of Economics (where he addressed some of the same history and it's consequences) and clarify whether that talk involves 'political analysis' and how it might be different from Lapham's piece."	2004-12-03T10:00:00		
blatham	John W. Whitehead John W. Whitehead	per	pos-towards	1.094444444	"You are, if I may be so bold, a numbers guy."	2004-12-03T10:00:00		
blatham	John W. Whitehead John W. Whitehead	per	pos-towards	1.631111111	"As regards your second paragraph, you once again fall back on your utterly dependable 'it couldn't possibly happen here' thesis."	2004-12-21T10:39:00		
blatham	John W. Whitehead John W. Whitehead	per	pos-towards	0.752222222	"How about, rather than challenging a thesis (which is fine), you advance your own (which is rare)."	2004-12-21T10:57:00		
blatham	John W. Whitehead John W. Whitehead	per	pos-towards	1.537777778	Or perhaps you misunderstand the goals and operations of the ACLU.	2004-12-23T10:45:00		
